,sending_celltype,receiving_celltype,interaction_score,ligand,receptor,interaction_name
12377,Alveolar Macrophage_expanding,AT2_expanding,1.4330003089383594e-05,Lipa,Rora,Lipa::Rora
12378,cancer_non_expanding,Mesothelial_expanding,1.4326693853686278e-05,Ereg,Egfr,Ereg::Egfr
12379,AT2_expanding,Mac_non_expanding,1.4316122430536818e-05,Lamc1,Dag1,Lamc1::Dag1
12380,iCAF_expanding,cancer_expanding,1.4310084132267906e-05,Col4a2,Itgb1,Col4a2::Itgb1
12381,cancer_non_expanding,AT2_non_expanding,1.4305382570061213e-05,Slc18a2,Htr2b,Slc18a2::Htr2b
12382,myCAF_non_expanding,cancer_expanding,1.4303554637335005e-05,Fn1,Itgb3,Fn1::Itgb3
12383,AT2_non_expanding,Mesothelial_non_expanding,1.4301489890188973e-05,Col4a1,Itgav,Col4a1::Itgav
12384,myCAF_non_expanding,cancer_expanding,1.429348424011047e-05,Igf1,Itga6,Igf1::Itga6
12385,cancer_expanding,iCAF_non_expanding,1.4289388631612492e-05,Col6a2,Itgb8,Col6a2::Itgb8
12386,AT2_expanding,cancer_non_expanding,1.4288683575857509e-05,Lama5,Itga3,Lama5::Itga3
12387,cancer_expanding,Mac_expanding,1.428810130150784e-05,Col4a2,Itga9,Col4a2::Itga9
12388,Mesothelial_expanding,Mac_non_expanding,1.428542338158043e-05,Col4a6,Itga2,Col4a6::Itga2
12389,MonoMac_non_expanding,AT2_expanding,1.4284693792072964e-05,Tnr,Itgav,Tnr::Itgav
12390,Pericyte_non_expanding,Mac_non_expanding,1.4276990437058487e-05,Lgals9,Ptprc,Lgals9::Ptprc
12391,Club cell_expanding,AT2_non_expanding,1.4263002466778853e-05,Bdnf,Sort1,Bdnf::Sort1
12392,MonoMac_non_expanding,cancer_expanding,1.4255786653575008e-05,Tnr,Itgb3,Tnr::Itgb3
12393,Mac_expanding,Mac_expanding,1.4255266982578574e-05,Nrg1,Itgav,Nrg1::Itgav
12394,AT2_non_expanding,Mesothelial_expanding,1.4254447952551886e-05,Col6a2,Itgb8,Col6a2::Itgb8
12395,Alveolar Macrophage_non_expanding,Alveolar Macrophage_non_expanding,1.4252602536801784e-05,Tgfb1,Tgfbr2,Tgfb1::Tgfbr2
12396,myCAF_expanding,cancer_non_expanding,1.4250453052374456e-05,Lamb3,Itga7,Lamb3::Itga7
12397,Endothelial_expanding,iCAF_expanding,1.4241708564638803e-05,Pdgfd,Pdgfrb,Pdgfd::Pdgfrb
12398,cancer_expanding,Mesothelial_non_expanding,1.4241364921162894e-05,Angptl2,Itga5,Angptl2::Itga5
12399,Endothelial_expanding,Alveolar Macrophage_non_expanding,1.4241108483761336e-05,Lgals9,Cd44,Lgals9::Cd44
12400,myCAF_expanding,Mac_expanding,1.423802713862939e-05,Tgfb3,Acvr1b,Tgfb3::Acvr1b
12401,myCAF_non_expanding,cancer_non_expanding,1.4236975461547768e-05,Thbs2,Cd47,Thbs2::Cd47
12402,Endothelial_expanding,Endothelial_expanding,1.4235846699998035e-05,Vegfc,Kdr,Vegfc::Kdr
12403,iCAF_non_expanding,iCAF_non_expanding,1.4230929791050018e-05,Col1a1,Itgb8,Col1a1::Itgb8
12404,AT2_expanding,Ciliated cell_expanding,1.4230901806113493e-05,Sema4d,Plxnb2,Sema4d::Plxnb2
12405,Pericyte_non_expanding,Alveolar Macrophage_non_expanding,1.4221268713912495e-05,Jam2,F11r,Jam2::F11r
12406,myCAF_expanding,Mesothelial_non_expanding,1.4219258052434876e-05,Lama4,Dag1,Lama4::Dag1
12407,AT2_non_expanding,AT2_expanding,1.4214925911699849e-05,Inhbb,Acvr1b,Inhbb::Acvr1b
12408,cancer_expanding,Endothelial_non_expanding,1.4211595354501562e-05,Angpt2,Tek,Angpt2::Tek
12409,Mesothelial_expanding,Mac_non_expanding,1.4210152183235067e-05,Lgals9,Ptprc,Lgals9::Ptprc
12410,AT2_non_expanding,cancer_expanding,1.4204740780884642e-05,Lama5,Itga9,Lama5::Itga9
12411,MonoMac_expanding,Mesothelial_non_expanding,1.4203124890420094e-05,Nampt,Itga5,Nampt::Itga5
12412,Alveolar Macrophage_non_expanding,cancer_non_expanding,1.4202495606441351e-05,Slc18a2,Htr2b,Slc18a2::Htr2b
12413,AT2_non_expanding,AT2_expanding,1.4192853356522826e-05,Lamc1,Cd44,Lamc1::Cd44
12414,myCAF_non_expanding,cancer_non_expanding,1.4191568196468781e-05,Col1a2,Sdc4,Col1a2::Sdc4
12415,cancer_expanding,Mac_expanding,1.4190142036614027e-05,Sema3c,Plxna2,Sema3c::Plxna2
12416,cancer_non_expanding,Mac_expanding,1.418553860773857e-05,Slc1a1,Grm3,Slc1a1::Grm3
12417,Endothelial_non_expanding,Endothelial_non_expanding,1.417764942871303e-05,Lama1,Itgav,Lama1::Itgav
12418,Pericyte_expanding,cancer_expanding,1.4176706946975197e-05,Sema3f,Plxna2,Sema3f::Plxna2
12419,Ciliated cell_expanding,myCAF_expanding,1.4172017005735959e-05,Nrg1,Itgav,Nrg1::Itgav
12420,cancer_expanding,iCAF_expanding,1.4165869911815824e-05,Col4a6,Itga1,Col4a6::Itga1
12421,myCAF_expanding,Alveolar Macrophage_non_expanding,1.4165157131251921e-05,Lgals9,Havcr2,Lgals9::Havcr2
12422,cancer_expanding,iCAF_expanding,1.416367808466379e-05,Itgav,Adgra2,Itgav::Adgra2
12423,Endothelial_expanding,Endothelial_expanding,1.4163465152909852e-05,Itgb3,Adgre5,Itgb3::Adgre5
12424,cancer_non_expanding,cancer_non_expanding,1.4163025743243723e-05,Efna5,Epha2,Efna5::Epha2
12425,Mac_non_expanding,cancer_non_expanding,1.4158092314620756e-05,Nectin1,Nectin4,Nectin1::Nectin4
12426,cancer_non_expanding,Mesothelial_expanding,1.4155226662770961e-05,Col4a2,Itga1,Col4a2::Itga1
12427,Endothelial_expanding,AT2_expanding,1.4151970038099172e-05,Lama3,Dag1,Lama3::Dag1
12428,Endothelial_non_expanding,Endothelial_non_expanding,1.4142184614348585e-05,Jam2,Jam3,Jam2::Jam3
12429,Mac_non_expanding,Mac_non_expanding,1.4137569416700083e-05,Lama3,Cd44,Lama3::Cd44
12430,AT2_expanding,cancer_non_expanding,1.4134255443142703e-05,Lama5,Itga7,Lama5::Itga7
12431,cancer_expanding,cancer_expanding,1.4123632928454829e-05,Lama5,Itga1,Lama5::Itga1
12432,cancer_expanding,Mesothelial_expanding,1.4120554319190992e-05,Itgav,Adgra2,Itgav::Adgra2
12433,myCAF_non_expanding,cancer_non_expanding,1.4119159304580549e-05,Col4a2,Sdc1,Col4a2::Sdc1
12434,myCAF_non_expanding,AT2_expanding,1.4113752401399085e-05,Tnr,Itgav,Tnr::Itgav
12435,cancer_expanding,cancer_expanding,1.4108122935760566e-05,Col4a6,Itga9,Col4a6::Itga9
12436,Mesothelial_non_expanding,iCAF_non_expanding,1.409960801449709e-05,Col4a1,Itgb8,Col4a1::Itgb8
12437,iCAF_expanding,Endothelial_expanding,1.4098456478942856e-05,Lama1,Itga1,Lama1::Itga1
12438,cancer_non_expanding,Pericyte_non_expanding,1.4097963238976567e-05,Itgav,Adgra2,Itgav::Adgra2
12439,Mac_non_expanding,Mac_expanding,1.4080890965671355e-05,Agrn,Dag1,Agrn::Dag1
12440,Ciliated cell_expanding,AT2_expanding,1.4067517725144291e-05,Wnt4,Fzd6,Wnt4::Fzd6
12441,Mac_expanding,Mac_expanding,1.4054622759545875e-05,Lama5,Itga1,Lama5::Itga1
12442,Mac_expanding,Mac_non_expanding,1.405182427280957e-05,Tenm4,Adgrl3,Tenm4::Adgrl3
12443,Mac_non_expanding,cancer_expanding,1.4050917450654492e-05,Lama5,Itga9,Lama5::Itga9
12444,myCAF_non_expanding,Mac_expanding,1.4042379103835135e-05,Col4a1,Cd44,Col4a1::Cd44
12445,iCAF_expanding,Mac_expanding,1.4040849722895785e-05,Flrt2,Adgrl2,Flrt2::Adgrl2
12446,AT2_non_expanding,myCAF_expanding,1.4040773622656553e-05,Bmp4,Bmpr1b,Bmp4::Bmpr1b
12447,myCAF_non_expanding,Mac_non_expanding,1.4029939665855313e-05,Lamb1,Dag1,Lamb1::Dag1
12448,iCAF_non_expanding,Endothelial_non_expanding,1.4019934706598589e-05,Col1a1,Itgav,Col1a1::Itgav
12449,myCAF_expanding,Mesothelial_expanding,1.4018686884200789e-05,Col4a1,Itga1,Col4a1::Itga1
12450,AT2_non_expanding,Mac_expanding,1.4012904660300392e-05,Fgf1,Fgfr2,Fgf1::Fgfr2
12451,Alveolar Macrophage_non_expanding,cancer_non_expanding,1.4006425295952406e-05,Tnr,Sdc4,Tnr::Sdc4
12452,cancer_expanding,Endothelial_non_expanding,1.400219116697605e-05,Col4a2,Itga1,Col4a2::Itga1
12453,Mac_expanding,AT2_non_expanding,1.3999032723393259e-05,Angptl2,Tlr4,Angptl2::Tlr4
12454,cancer_non_expanding,Club cell_expanding,1.3997184296025257e-05,Col4a1,Itga3,Col4a1::Itga3
12455,cancer_expanding,Mac_expanding,1.3996985357508093e-05,Lamc2,Dag1,Lamc2::Dag1
12456,AT2_expanding,Mac_expanding,1.398929963131331e-05,Lamc2,Itga1,Lamc2::Itga1
12457,myCAF_expanding,MonoMac_expanding,1.3982428788530047e-05,Tgfb3,Tgfbr1,Tgfb3::Tgfbr1
12458,cancer_expanding,Mac_non_expanding,1.3980548193933562e-05,Tnc,Itgb6,Tnc::Itgb6
12459,Mesothelial_expanding,cancer_expanding,1.3967908625826938e-05,Col6a3,Sdc1,Col6a3::Sdc1
12460,myCAF_non_expanding,Mac_expanding,1.3962928269051298e-05,Col4a1,Sdc4,Col4a1::Sdc4
12461,cancer_non_expanding,AT2_expanding,1.3962811278594183e-05,Efna5,Epha7,Efna5::Epha7
12462,Ciliated cell_expanding,Mac_expanding,1.396220244330951e-05,Pros1,Mertk,Pros1::Mertk
12463,myCAF_non_expanding,cancer_expanding,1.395764812101399e-05,Bmp5,Acvr1,Bmp5::Acvr1
12464,cancer_expanding,AT2_non_expanding,1.3942045868515569e-05,Tnc,Itgav,Tnc::Itgav
12465,cancer_non_expanding,cancer_non_expanding,1.3939952012639963e-05,Col4a6,Itgav,Col4a6::Itgav
12466,cancer_expanding,AT2_expanding,1.3936895003063534e-05,Lamc2,Itgb1,Lamc2::Itgb1
12467,cancer_expanding,AT2_expanding,1.3935887867231479e-05,Cdh1,Itgb1,Cdh1::Itgb1
12468,Mac_expanding,Club cell_expanding,1.3926953886942148e-05,Col4a4,Itga3,Col4a4::Itga3
12469,cancer_non_expanding,cancer_non_expanding,1.3911278187794199e-05,Bmp5,Acvr1,Bmp5::Acvr1
12470,Club cell_expanding,Mac_expanding,1.3906330655222504e-05,Tnr,Itgb6,Tnr::Itgb6
12471,cancer_expanding,cancer_expanding,1.3899734874041795e-05,Lama2,Dag1,Lama2::Dag1
12472,iCAF_expanding,Mac_expanding,1.3897118560865131e-05,Tenm3,Adgrl2,Tenm3::Adgrl2
12473,Mac_non_expanding,cancer_expanding,1.3879173362249974e-05,Vegfa,Flt1,Vegfa::Flt1
12474,Pericyte_expanding,Mac_non_expanding,1.387393059850553e-05,Lama2,Itga2,Lama2::Itga2
12475,MonoMac_non_expanding,Mesothelial_non_expanding,1.384755198223149e-05,Pdgfc,Pdgfra,Pdgfc::Pdgfra
12476,Mac_non_expanding,cancer_expanding,1.3840824807850606e-05,Lamc2,Dag1,Lamc2::Dag1
12477,Mac_non_expanding,cancer_expanding,1.3837021610573826e-05,Col4a1,Itga1,Col4a1::Itga1
12478,AT2_non_expanding,AT2_expanding,1.3835957893760689e-05,Cdh1,Itgb1,Cdh1::Itgb1
12479,myCAF_expanding,Club cell_expanding,1.3819456920057154e-05,Lama2,Itgb4,Lama2::Itgb4
12480,cancer_non_expanding,Club cell_expanding,1.3819124676615746e-05,Slc1a1,Grik1,Slc1a1::Grik1
12481,cancer_expanding,Mac_non_expanding,1.381780558998236e-05,Col4a1,Itgb1,Col4a1::Itgb1
12482,cancer_non_expanding,Mesothelial_expanding,1.3810952268185497e-05,Angptl1,Itga1,Angptl1::Itga1
12483,cancer_expanding,AT2_expanding,1.3801840554780253e-05,Col4a2,Cd44,Col4a2::Cd44
12484,myCAF_non_expanding,Pericyte_non_expanding,1.3796130532569547e-05,Flrt3,Unc5b,Flrt3::Unc5b
12485,Endothelial_non_expanding,cancer_non_expanding,1.379510633923421e-05,Tgfb2,Tgfbr2,Tgfb2::Tgfbr2
12486,Mac_expanding,Alveolar Macrophage_expanding,1.3794278533439221e-05,Lama3,Cd44,Lama3::Cd44
12487,AT2_non_expanding,Alveolar Macrophage_non_expanding,1.379419661832562e-05,Angptl2,Pirb,Angptl2::Pirb
12488,cancer_non_expanding,iCAF_expanding,1.3789837629651971e-05,Col4a2,Itgb1,Col4a2::Itgb1
12489,cancer_non_expanding,myCAF_non_expanding,1.378479724129891e-05,Lama2,Adgrg6,Lama2::Adgrg6
12490,iCAF_expanding,cancer_expanding,1.3776354062632676e-05,Lama1,Itgav,Lama1::Itgav
12491,cancer_non_expanding,Mac_expanding,1.3772619222380875e-05,Fn1,Itga4,Fn1::Itga4
12492,Pecam1+ Mac_expanding,cancer_expanding,1.3772152870798632e-05,Cd6,Alcam,Cd6::Alcam
12493,Ciliated cell_expanding,Ciliated cell_expanding,1.3761790812475631e-05,Icam2,Itgal,Icam2::Itgal
12494,Mesothelial_non_expanding,Alveolar Macrophage_non_expanding,1.3756514124230444e-05,Thbs1,Cd47,Thbs1::Cd47
12495,cancer_expanding,Mac_non_expanding,1.375524568488165e-05,Thbs1,Cd47,Thbs1::Cd47
12496,Mac_expanding,Endothelial_non_expanding,1.3751808251482669e-05,Angptl2,Itga5,Angptl2::Itga5
12497,cancer_expanding,myCAF_non_expanding,1.3747531380471796e-05,Hbegf,Egfr,Hbegf::Egfr
12498,cancer_expanding,MonoMac_expanding,1.3738617179681676e-05,Sema3a,Nrp1,Sema3a::Nrp1
12499,iCAF_expanding,cancer_expanding,1.3737054981191547e-05,Tenm3,Adgrl2,Tenm3::Adgrl2
12500,Mac_expanding,iCAF_expanding,1.3730725396868047e-05,Ptprs,Ntrk3,Ptprs::Ntrk3
12501,myCAF_non_expanding,cancer_expanding,1.3717036373816197e-05,Cd46,Jag1,Cd46::Jag1
12502,Ciliated cell_non_expanding,Mac_non_expanding,1.371043088812325e-05,Flrt1,Adgrl3,Flrt1::Adgrl3
12503,Mac_non_expanding,AT2_non_expanding,1.370520145836461e-05,Agrn,Dag1,Agrn::Dag1
12504,cancer_non_expanding,Endothelial_expanding,1.3701631715629822e-05,Col4a2,Itga3,Col4a2::Itga3
12505,Mesothelial_expanding,cancer_non_expanding,1.3700887200439267e-05,Col1a2,Sdc1,Col1a2::Sdc1
12506,Pericyte_expanding,Mac_non_expanding,1.3699932245764014e-05,Sema3g,Plxna1,Sema3g::Plxna1
12507,cancer_non_expanding,Alveolar Macrophage_expanding,1.3692924351166156e-05,Sema3c,Nrp1,Sema3c::Nrp1
12508,Mac_expanding,cancer_expanding,1.3682793614651799e-05,Bmp4,Acvr2a,Bmp4::Acvr2a
12509,Endothelial_expanding,myCAF_expanding,1.3682778236247925e-05,Bmp6,Bmpr1a,Bmp6::Bmpr1a
12510,Mesothelial_non_expanding,Mac_expanding,1.3681926325892572e-05,Ccl25,Ccr9,Ccl25::Ccr9
12511,Mesothelial_expanding,Mesothelial_expanding,1.3678651583835463e-05,Tgfb2,Tgfbr2,Tgfb2::Tgfbr2
12512,Mac_non_expanding,AT2_expanding,1.367310798774649e-05,Bmp4,Bmpr1a,Bmp4::Bmpr1a
12513,Alveolar Macrophage_non_expanding,cancer_expanding,1.3672572790406772e-05,Angpt2,Itga5,Angpt2::Itga5
12514,Mac_expanding,iCAF_expanding,1.3662675595336767e-05,Lamc1,Itga1,Lamc1::Itga1
12515,AT2_non_expanding,cancer_non_expanding,1.3662364103915782e-05,Gls,Grik5,Gls::Grik5
12516,Mesothelial_expanding,Mac_expanding,1.3653254256602117e-05,Tgfb2,Acvr1,Tgfb2::Acvr1
12517,AT2_non_expanding,AT2_non_expanding,1.3647084271355216e-05,Nectin1,Nectin3,Nectin1::Nectin3
12518,AT2_non_expanding,Alveolar Macrophage_non_expanding,1.3644653515623148e-05,Inhbb,Acvr1b,Inhbb::Acvr1b
12519,Mac_non_expanding,Alveolar Macrophage_non_expanding,1.3643158236333202e-05,Lamc2,Cd44,Lamc2::Cd44
12520,Mac_non_expanding,AT2_non_expanding,1.3640722842627585e-05,Lamc1,Cd44,Lamc1::Cd44
12521,iCAF_expanding,AT2_expanding,1.3631048360533018e-05,Lama4,Cd44,Lama4::Cd44
12522,cancer_non_expanding,myCAF_expanding,1.3626886070386659e-05,Lama3,Itgav,Lama3::Itgav
12523,Mac_expanding,cancer_expanding,1.3623776898582332e-05,Nrg1,Itgav,Nrg1::Itgav
12524,Mesothelial_expanding,AT2_non_expanding,1.3620864762536022e-05,Tnc,Itga9,Tnc::Itga9
12525,cancer_non_expanding,cancer_expanding,1.360664324198757e-05,Slc1a1,Grm5,Slc1a1::Grm5
12526,MonoMac_expanding,AT2_non_expanding,1.3597680910888597e-05,App,Sorl1,App::Sorl1
12527,cancer_non_expanding,Endothelial_non_expanding,1.3595889236096207e-05,Col4a1,Itgb1,Col4a1::Itgb1
12528,cancer_expanding,MonoMac_expanding,1.3578529331156562e-05,Lpar1,Adgre5,Lpar1::Adgre5
12529,Mac_expanding,myCAF_non_expanding,1.3567209534960301e-05,Col4a4,Adgrg6,Col4a4::Adgrg6
12530,Ciliated cell_expanding,cancer_expanding,1.3566184930655706e-05,Ptges3,Ptger4,Ptges3::Ptger4
12531,myCAF_non_expanding,cancer_non_expanding,1.356444383805558e-05,Tnc,Itgb6,Tnc::Itgb6
12532,cancer_non_expanding,MonoMac_expanding,1.3543165094490701e-05,Itgb1,Adgre5,Itgb1::Adgre5
12533,Pecam1+ Mac_expanding,cancer_non_expanding,1.3530748248568512e-05,Gdf11,Tgfbr1,Gdf11::Tgfbr1
12534,Mesothelial_expanding,AT2_non_expanding,1.352952559405497e-05,Tnc,Itgb6,Tnc::Itgb6
12535,AT2_non_expanding,Pericyte_non_expanding,1.3528824819854374e-05,Npnt,Itga8,Npnt::Itga8
12536,cancer_non_expanding,cancer_non_expanding,1.3526237695076325e-05,Col4a5,Itga11,Col4a5::Itga11
12537,Pericyte_expanding,cancer_expanding,1.352255687784879e-05,Lamb1,Itgav,Lamb1::Itgav
12538,Mac_non_expanding,Alveolar Macrophage_non_expanding,1.352091642542304e-05,Lamc1,Cd44,Lamc1::Cd44
12539,MonoMac_expanding,Mac_non_expanding,1.3508167064565095e-05,Tgfb1,Acvr1,Tgfb1::Acvr1
12540,myCAF_non_expanding,Mac_non_expanding,1.3507210102064743e-05,Lamb1,Itgav,Lamb1::Itgav
12541,Endothelial_non_expanding,Pericyte_non_expanding,1.3503309364956198e-05,Angpt2,Tek,Angpt2::Tek
12542,cancer_expanding,Endothelial_expanding,1.3498863050937076e-05,Efnb2,Ephb1,Efnb2::Ephb1
12543,myCAF_expanding,myCAF_non_expanding,1.3497595263231208e-05,Lama1,Cd44,Lama1::Cd44
12544,cancer_non_expanding,myCAF_expanding,1.3482659537964963e-05,Npnt,Itgb1,Npnt::Itgb1
12545,Ciliated cell_non_expanding,cancer_non_expanding,1.3481688264518985e-05,Lrfn4,Ptprf,Lrfn4::Ptprf
12546,Mesothelial_expanding,AT2_expanding,1.3480842593060643e-05,Lama1,Dag1,Lama1::Dag1
12547,iCAF_non_expanding,AT2_non_expanding,1.3479123133052156e-05,Bmp6,Acvr1,Bmp6::Acvr1
12548,Alveolar Macrophage_non_expanding,myCAF_non_expanding,1.3478841969652362e-05,Sema4a,Nrp1,Sema4a::Nrp1
12549,Mac_non_expanding,myCAF_non_expanding,1.3471229009619602e-05,Cd55,Adgre5,Cd55::Adgre5
12550,cancer_expanding,Mac_non_expanding,1.3463037911677053e-05,Tgfb1,Acvr1,Tgfb1::Acvr1
12551,cancer_non_expanding,cancer_non_expanding,1.3460192851244583e-05,Angptl2,Tlr4,Angptl2::Tlr4
12552,Mac_expanding,myCAF_expanding,1.3458230656613849e-05,Ubash3b,Esr1,Ubash3b::Esr1
12553,Ciliated cell_expanding,cancer_expanding,1.3449524114380061e-05,Nectin3,Pvr,Nectin3::Pvr
12554,cancer_expanding,Endothelial_non_expanding,1.3449425699739109e-05,Col6a2,Itga1,Col6a2::Itga1
12555,iCAF_expanding,cancer_expanding,1.3446691416003828e-05,Col6a2,Sdc4,Col6a2::Sdc4
12556,AT2_non_expanding,AT2_expanding,1.3442691147941685e-05,Lamc2,Itgb1,Lamc2::Itgb1
12557,Ciliated cell_expanding,iCAF_expanding,1.344222759049727e-05,Tenm1,Adgrl3,Tenm1::Adgrl3
12558,cancer_expanding,Mac_expanding,1.343166434479125e-05,Thbs1,Sdc4,Thbs1::Sdc4
12559,cancer_expanding,Ciliated cell_expanding,1.3424874733570095e-05,Col4a2,Itga11,Col4a2::Itga11
12560,AT2_non_expanding,B cell_non_expanding,1.3407304017996611e-05,Pvr,Cd226,Pvr::Cd226
12561,iCAF_expanding,cancer_expanding,1.3406255238442025e-05,Lama4,Dag1,Lama4::Dag1
12562,Alveolar Macrophage_non_expanding,myCAF_expanding,1.3403526154367153e-05,Lipa,Rora,Lipa::Rora
12563,Mesothelial_expanding,AT2_expanding,1.3399971632458225e-05,Efna5,Epha4,Efna5::Epha4
12564,Alveolar Macrophage_expanding,Alveolar Macrophage_expanding,1.338756764007859e-05,Lgals9,Cd44,Lgals9::Cd44
12565,myCAF_expanding,myCAF_non_expanding,1.336794745868818e-05,Fgf2,Fgfr2,Fgf2::Fgfr2
12566,cancer_non_expanding,cancer_expanding,1.3366027266679322e-05,Lama2,Itga3,Lama2::Itga3
12567,Mac_expanding,Ciliated cell_expanding,1.3350744276373352e-05,Sftpd,Adgre5,Sftpd::Adgre5
12568,AT2_expanding,iCAF_expanding,1.3347090359260562e-05,Ntn1,Unc5c,Ntn1::Unc5c
12569,cancer_non_expanding,myCAF_expanding,1.3344391619974469e-05,Lama5,Itgav,Lama5::Itgav
12570,cancer_expanding,Mesothelial_expanding,1.3338988085580317e-05,Flrt3,Adgrl1,Flrt3::Adgrl1
12571,Mesothelial_expanding,Alveolar Macrophage_expanding,1.3332811123665518e-05,Lama4,Cd44,Lama4::Cd44
12572,cancer_expanding,Endothelial_non_expanding,1.333209985063819e-05,Flrt3,Adgrl3,Flrt3::Adgrl3
12573,AT2_non_expanding,cancer_expanding,1.3318791652436388e-05,Itgav,Adgre5,Itgav::Adgre5
12574,Mac_non_expanding,Pericyte_expanding,1.3312604583474934e-05,Nectin2,Tigit,Nectin2::Tigit
12575,myCAF_expanding,AT2_non_expanding,1.3301202297023456e-05,Fgf1,Fgfr2,Fgf1::Fgfr2
12576,cancer_non_expanding,Mac_expanding,1.3298918475752252e-05,Col4a3,Itga1,Col4a3::Itga1
12577,Mesothelial_non_expanding,Mac_non_expanding,1.3290409416051134e-05,Lama4,Itga2,Lama4::Itga2
12578,Endothelial_expanding,cancer_non_expanding,1.3287131111884314e-05,Bmp6,Bmpr2,Bmp6::Bmpr2
12579,myCAF_expanding,cancer_non_expanding,1.3286251427896104e-05,Col4a1,Adgrg6,Col4a1::Adgrg6
12580,cancer_expanding,iCAF_non_expanding,1.3286088779119741e-05,Lamb3,Itgb8,Lamb3::Itgb8
12581,cancer_expanding,Ciliated cell_expanding,1.3266779031217142e-05,Slc1a3,Grin2d,Slc1a3::Grin2d
12582,Mac_non_expanding,Mac_expanding,1.3265852193987763e-05,Lamb3,Itgav,Lamb3::Itgav
12583,AT2_non_expanding,AT2_expanding,1.3264266555056385e-05,Col4a5,Cd44,Col4a5::Cd44
12584,Mesothelial_non_expanding,AT2_non_expanding,1.3263900076014551e-05,Col4a6,Sdc4,Col4a6::Sdc4
12585,iCAF_expanding,cancer_expanding,1.3263786313109971e-05,Col4a2,Cd44,Col4a2::Cd44
12586,cancer_expanding,Pericyte_expanding,1.3263412783608958e-05,Col4a3,Itga1,Col4a3::Itga1
12587,iCAF_non_expanding,Mesothelial_non_expanding,1.3261016158335275e-05,Slc6a8,Gabre,Slc6a8::Gabre
12588,AT2_expanding,myCAF_expanding,1.3258497292041152e-05,Cadm1,Nectin3,Cadm1::Nectin3
12589,Alveolar Macrophage_expanding,cancer_expanding,1.324418452296125e-05,Tnr,Itgb6,Tnr::Itgb6
12590,myCAF_expanding,Alveolar Macrophage_non_expanding,1.3238994798842538e-05,Col4a2,Cd44,Col4a2::Cd44
12591,cancer_non_expanding,myCAF_non_expanding,1.323825535307977e-05,Areg,Egfr,Areg::Egfr
12592,cancer_non_expanding,Ciliated cell_expanding,1.3234864341882551e-05,Itgb1,Adgre5,Itgb1::Adgre5
12593,cancer_expanding,Ciliated cell_expanding,1.3221849366624672e-05,Itgav,Adgre5,Itgav::Adgre5
12594,AT2_non_expanding,Club cell_non_expanding,1.3212784084522739e-05,F11r,Itgal,F11r::Itgal
12595,Endothelial_non_expanding,cancer_non_expanding,1.3211228163374444e-05,Col4a2,Sdc1,Col4a2::Sdc1
12596,AT2_non_expanding,Endothelial_non_expanding,1.3210984007443663e-05,Col4a1,Itga1,Col4a1::Itga1
12597,Mac_non_expanding,Ciliated cell_non_expanding,1.3201561986146036e-05,Ptges3,Ptger1,Ptges3::Ptger1
12598,Mesothelial_expanding,cancer_non_expanding,1.319849038621368e-05,Wnt4,Fzd6,Wnt4::Fzd6
12599,iCAF_non_expanding,AT2_non_expanding,1.3157505812329409e-05,Col1a2,Cd44,Col1a2::Cd44
12600,Endothelial_expanding,cancer_expanding,1.3153899708034244e-05,Inhbb,Acvr1b,Inhbb::Acvr1b
12601,myCAF_expanding,AT2_non_expanding,1.315282885187018e-05,Col6a1,Sdc4,Col6a1::Sdc4
12602,Mac_expanding,Ciliated cell_expanding,1.3147308944716658e-05,Slc1a3,Grin2d,Slc1a3::Grin2d
12603,cancer_expanding,migDC_expanding,1.3140124035154072e-05,Col4a4,Adgrg6,Col4a4::Adgrg6
12604,iCAF_expanding,cancer_non_expanding,1.3138842011227737e-05,Col6a1,Cd44,Col6a1::Cd44
12605,myCAF_non_expanding,iCAF_expanding,1.3124469200261387e-05,Col1a2,Itgb8,Col1a2::Itgb8
12606,AT2_expanding,Alveolar Macrophage_expanding,1.312363854844164e-05,Dlk1,Notch2,Dlk1::Notch2
12607,AT2_expanding,MonoMac_expanding,1.312155779696574e-05,Sftpd,Adgre5,Sftpd::Adgre5
12608,cancer_expanding,Mac_non_expanding,1.311763672153158e-05,Sema4d,Plxnb1,Sema4d::Plxnb1
12609,cancer_expanding,B cell_expanding,1.3117523674755211e-05,Fn1,Itga2b,Fn1::Itga2b
12610,Mesothelial_expanding,cancer_expanding,1.3116302302552322e-05,Flrt2,Adgrl2,Flrt2::Adgrl2
12611,Club cell_expanding,myCAF_expanding,1.3115453658378084e-05,Lpar3,Adgre5,Lpar3::Adgre5
12612,AT2_expanding,cancer_non_expanding,1.3107427275499241e-05,Ptges3,Ptger4,Ptges3::Ptger4
12613,Mac_expanding,Ciliated cell_expanding,1.3094095251734965e-05,F11r,Itgal,F11r::Itgal
12614,Pecam1+ Mac_non_expanding,cancer_non_expanding,1.3087127819645195e-05,Ptges2,Ptger4,Ptges2::Ptger4
12615,AT2_non_expanding,cancer_expanding,1.3077150945599e-05,Col4a2,Itga1,Col4a2::Itga1
12616,cancer_expanding,Alveolar Macrophage_expanding,1.3057522209585392e-05,Sema3a,Nrp1,Sema3a::Nrp1
12617,Pericyte_non_expanding,Pericyte_non_expanding,1.3042532791206585e-05,Efnb2,Ephb4,Efnb2::Ephb4
